P7(5)P3(1)P2(0)P5(4) - [14, 21, 7, 10, 16, 2, 20, 15, 18, 12, 13, 9, 17, 5, 4, 11, 1, 8, 6, 19, 3]
P7(5)P3(1)P2(1)P5(0) - [16, 1, 2, 19, 4, 5, 12, 3, 18, 13, 9, 6, 11, 10, 21, 15, 14, 17, 20, 7, 8]
P7(5)P3(1)P2(1)P5(1) - [4, 21, 8, 3, 14, 2, 9, 5, 20, 13, 6, 18, 15, 17, 16, 7, 1, 11, 12, 10, 19]
P7(5)P3(1)P2(1)P5(2) - [14, 16, 19, 5, 1, 8, 6, 2, 12, 13, 18, 20, 7, 11, 4, 10, 21, 15, 9, 17, 3]
P7(5)P3(1)P2(1)P5(3) - [1, 4, 3, 2, 21, 19, 18, 8, 9, 13, 20, 12, 10, 15, 14, 17, 16, 7, 6, 11, 5]
P7(5)P3(1)P2(1)P5(4) - [21, 14, 5, 8, 16, 3, 20, 19, 6, 13, 12, 9, 17, 7, 1, 11, 4, 10, 18, 15, 2]
P7(5)P3(2)P2(0)P5(0) - [1, 11, 21, 15, 18, 8, 3, 14, 4, 12, 10, 16, 6, 17, 19, 2, 13, 7, 20, 9, 5]
P7(5)P3(2)P2(0)P5(1) - [18, 19, 5, 14, 13, 21, 10, 8, 20, 12, 16, 4, 2, 7, 1, 9, 11, 6, 3, 17, 15]
P7(5)P3(2)P2(0)P5(2) - [13, 1, 15, 8, 11, 5, 16, 21, 3, 12, 4, 20, 9, 6, 18, 17, 19, 2, 10, 7, 14]
P7(5)P3(2)P2(0)P5(3) - [11, 18, 14, 21, 19, 15, 4, 5, 10, 12, 20, 3, 17, 2, 13, 7, 1, 9, 16, 6, 8]
P7(5)P3(2)P2(0)P5(4) - [19, 13, 8, 5, 1, 14, 20, 15, 16, 12, 3, 10, 7, 9, 11, 6, 18, 17, 4, 2, 21]
P7(5)P3(2)P2(1)P5(0) - [1, 18, 14, 2, 11, 9, 12, 21, 16, 3, 10, 4, 6, 5, 13, 15, 19, 7, 20, 8, 17]
P7(5)P3(2)P2(1)P5(1) - [11, 13, 17, 21, 19, 14, 10, 9, 20, 3, 4, 16, 15, 7, 1, 8, 18, 6, 12, 5, 2]
P7(5)P3(2)P2(1)P5(2) - [19, 1, 2, 9, 18, 17, 4, 14, 12, 3, 16, 20, 8, 6, 11, 5, 13, 15, 10, 7, 21]
P7(5)P3(2)P2(1)P5(3) - [18, 11, 21, 14, 13, 2, 16, 17, 10, 3, 20, 12, 5, 15, 19, 7, 1, 8, 4, 6, 9]
P7(5)P3(2)P2(1)P5(4) - [13, 19, 9, 17, 1, 21, 20, 2, 4, 3, 12, 10, 7, 8, 18, 6, 11, 5, 16, 15, 14]
P7(6)P3(0)P2(0)P5(0) - [20, 13, 2, 17, 21, 4, 5, 12, 14, 8, 7, 19, 6, 11, 3, 9, 15, 10, 1, 18, 16]
P7(6)P3(0)P2(0)P5(1) - [21, 3, 16, 12, 15, 2, 7, 4, 1, 8, 19, 14, 9, 10, 20, 18, 13, 6, 5, 11, 17]
P7(6)P3(0)P2(0)P5(2) - [15, 20, 17, 4, 13, 16, 19, 2, 5, 8, 14, 1, 18, 6, 21, 11, 3, 9, 7, 10, 12]
P7(6)P3(0)P2(0)P5(3) - [13, 21, 12, 2, 3, 17, 14, 16, 7, 8, 1, 5, 11, 9, 15, 10, 20, 18, 19, 6, 4]
P7(6)P3(0)P2(0)P5(4) - [3, 15, 4, 16, 20, 12, 1, 17, 19, 8, 5, 7, 10, 18, 13, 6, 21, 11, 14, 9, 2]
P7(6)P3(0)P2(1)P5(0) - [20, 21, 12, 9, 13, 18, 8, 2, 19, 5, 7, 14, 6, 16, 15, 17, 3, 10, 1, 4, 11]
P7(6)P3(0)P2(1)P5(1) - [13, 15, 11, 2, 3, 12, 7, 18, 1, 5, 14, 19, 17, 10, 20, 4, 21, 6, 8, 16, 9]
P7(6)P3(0)P2(1)P5(2) - [3, 20, 9, 18, 21, 11, 14, 12, 8, 5, 19, 1, 4, 6, 13, 16, 15, 17, 7, 10, 2]
P7(6)P3(0)P2(1)P5(3) - [21, 13, 2, 12, 15, 9, 19, 11, 7, 5, 1, 8, 16, 17, 3, 10, 20, 4, 14, 6, 18]
P7(6)P3(0)P2(1)P5(4) - [15, 3, 18, 11, 20, 2, 1, 9, 14, 5, 8, 7, 10, 4, 21, 6, 13, 16, 19, 17, 12]
P7(6)P3(1)P2(0)P5(0) - [21, 6, 15, 17, 19, 11, 2, 3, 13, 8, 16, 20, 14, 10, 9, 12, 5, 4, 1, 7, 18]
P7(6)P3(1)P2(0)P5(1) - [19, 9, 18, 3, 5, 15, 16, 11, 1, 8, 20, 13, 12, 4, 21, 7, 6, 14, 2, 10, 17]
P7(6)P3(1)P2(0)P5(2) - [5, 21, 17, 11, 6, 18, 20, 15, 2, 8, 13, 1, 7, 14, 19, 10, 9, 12, 16, 4, 3]
P7(6)P3(1)P2(0)P5(3) - [6, 19, 3, 15, 9, 17, 13, 18, 16, 8, 1, 2, 10, 12, 5, 4, 21, 7, 20, 14, 11]
P7(6)P3(1)P2(0)P5(4) - [9, 5, 11, 18, 21, 3, 1, 17, 20, 8, 2, 16, 4, 7, 6, 14, 19, 10, 13, 12, 15]
P7(6)P3(1)P2(1)P5(0) - [21, 19, 3, 12, 6, 7, 8, 15, 20, 2, 16, 13, 14, 18, 5, 17, 9, 4, 1, 11, 10]
P7(6)P3(1)P2(1)P5(1) - [6, 5, 10, 15, 9, 3, 16, 7, 1, 2, 13, 20, 17, 4, 21, 11, 19, 14, 8, 18, 12]
P7(6)P3(1)P2(1)P5(2) - [9, 21, 12, 7, 19, 10, 13, 3, 8, 2, 20, 1, 11, 14, 6, 18, 5, 17, 16, 4, 15]
P7(6)P3(1)P2(1)P5(3) - [19, 6, 15, 3, 5, 12, 20, 10, 16, 2, 1, 8, 18, 17, 9, 4, 21, 11, 13, 14, 7]
P7(6)P3(1)P2(1)P5(4) - [5, 9, 7, 10, 21, 15, 1, 12, 13, 2, 8, 16, 4, 11, 19, 14, 6, 18, 20, 17, 3]
P7(6)P3(2)P2(0)P5(0) - [19, 14, 5, 17, 20, 10, 15, 9, 6, 8, 18, 21, 13, 4, 12, 3, 2, 11, 1, 16, 7]
P7(6)P3(2)P2(0)P5(1) - [20, 12, 7, 9, 2, 5, 18, 10, 1, 8, 21, 6, 3, 11, 19, 16, 14, 13, 15, 4, 17]
P7(6)P3(2)P2(0)P5(2) - [2, 19, 17, 10, 14, 7, 21, 5, 15, 8, 6, 1, 16, 13, 20, 4, 12, 3, 18, 11, 9]
P7(6)P3(2)P2(0)P5(3) - [14, 20, 9, 5, 12, 17, 6, 7, 18, 8, 1, 15, 4, 3, 2, 11, 19, 16, 21, 13, 10]
P7(6)P3(2)P2(0)P5(4) - [12, 2, 10, 7, 19, 9, 1, 17, 21, 8, 15, 18, 11, 16, 14, 13, 20, 4, 6, 3, 5]
P7(6)P3(2)P2(1)P5(0) - [19, 20, 9, 3, 14, 16, 8, 5, 21, 15, 18, 6, 13, 7, 2, 17, 12, 11, 1, 10, 4]
P7(6)P3(2)P2(1)P5(1) - [14, 2, 4, 5, 12, 9, 18, 16, 1, 15, 6, 21, 17, 11, 19, 10, 20, 13, 8, 7, 3]
P7(6)P3(2)P2(1)P5(2) - [12, 19, 3, 16, 20, 4, 6, 9, 8, 15, 21, 1, 10, 13, 14, 7, 2, 17, 18, 11, 5]
P7(6)P3(2)P2(1)P5(3) - [20, 14, 5, 9, 2, 3, 21, 4, 18, 15, 1, 8, 7, 17, 12, 11, 19, 10, 6, 13, 16]
P7(6)P3(2)P2(1)P5(4) - [2, 12, 16, 4, 19, 5, 1, 3, 6, 15, 8, 18, 11, 10, 20, 13, 14, 7, 21, 17, 9]
